11142000,178,4,1,0
4376250,285,23,0,1
5901250,171,4,0,0
10521000,509,9,0,0
1561250,374,9,7,0
7568750,141,2,2,0
2182750,108,7,0,0
190500,39,3,0,0
3977750,77,6,0,0
10401500,341,13,41,0
4814750,32,1,0,0
3226500,81,4,0,0
3588500,535,11,1,0
6247250,536,5,21,0
10885750,7,1,0,0
11552750,132,2,0,0
10322250,82,8,0,0
7483500,117,0,0,0
3148500,254,20,2,0
11169500,421,6,1,1
7149500,28,1,0,0
10598500,117,6,0,0
47000,29,6,0,0
4102750,160,4,2,6
5655250,947,9,0,0
3293750,101,10,2,2
341000,273,2,1,0
267250,142,18,0,0
6654750,139,2,15,3
5957500,98,2,0,0
4475750,909,21,0,0
7190750,26,4,0,0
7163250,268,9,1,0
12231250,276,3,0,5
12386500,16,2,1,0
11535500,1,0,0,1
9842500,314,17,2,0
7320250,45,5,0,0
3009000,284,33,0,0
6205000,50,1,0,0
1727500,75,10,1,0
4907500,80,10,1,0
6299000,45,1,0,0
4454500,146,18,0,0
2251750,160,5,0,0
382250,81,0,0,0
9351750,365,7,0,0
10773000,595,15,0,0
4804500,6,1,0,0
9044750,7,0,0,0
10696000,182,13,0,0
5199750,50,2,3,0
3952000,515,9,11,0
2756000,116,0,11,0
140500,26,6,1,0
11496750,71,2,8,0
8617500,238,13,0,0
7600250,257,5,5,0
6433000,46,1,0,0
2704750,61,15,6,0
232000,264,7,15,0
415500,110,8,0,0
528250,109,9,0,0
10069500,108,19,0,0
1530250,2,0,0,0
1189000,291,19,0,0
4378500,87,4,0,0
7211250,19,4,0,0
5754500,171,17,0,0
7810250,41,2,0,0
7513250,127,1,0,0
3520000,428,31,9,0
4852000,192,2,0,0
9839750,83,1,0,0
8622000,28,0,1,0
3396250,32,3,0,0
8353250,255,13,0,0
8123500,78,1,0,0
8910750,394,18,1,0
299750,161,3,6,0
1969000,217,9,0,0
5011500,593,14,0,0
4035250,92,6,0,0
12275500,105,7,0,0
7450000,192,10,0,0
3795000,175,3,0,0
8528750,75,5,0,0
5354000,232,8,0,0
2874500,509,8,0,0
1531250,495,7,0,0
10018000,119,0,7,0
2103250,367,19,0,0
5735000,131,0,0,0
5279750,595,11,0,0
1812000,175,6,5,0
5828250,71,2,0,0
6233750,64,21,0,0
11761750,133,4,0,0
4186500,39,1,0,0
2797750,62,4,4,0
9420500,4,0,0,0
9794000,18,4,0,0
6266000,38,3,0,0
5059000,68,6,3,0
4097500,21,0,2,0
2626250,49,2,6,0
9685000,67,3,0,0
11225500,392,8,0,1
4370750,535,6,2,0
8523250,73,3,0,1
847750,129,5,0,0
9244000,544,21,3,0
8102000,51,3,0,0
1792000,597,6,1,1
8633500,60,4,1,0
6412750,255,5,0,1
9463750,150,0,1,0
9076750,237,3,2,0
11352000,88,1,1,0
1782250,222,11,0,0
11782250,14,2,0,0
9979000,202,6,0,0
1074500,67,7,0,0
5320000,140,2,0,0
64000,71,0,0,0
11874000,304,12,23,0
7218000,483,19,0,0
11022500,45,0,0,0
2350750,76,1,0,0
11579750,184,5,0,0
10790500,14,2,2,0
3272000,7,0,0,0
8060000,45,2,0,0
3089500,11,1,0,1
5248750,176,9,4,0
5608250,87,0,0,0
4399750,87,6,0,0
2616250,1,0,0,0
10831750,22,2,0,0
2768250,78,1,0,0
8701250,162,1,0,0
7921500,102,8,3,0
3344750,399,30,0,0
11601500,392,6,2,0
1699500,46,6,0,0
5948500,61,0,0,0
11321750,531,21,52,0
5780000,1076,83,4,1
11701500,524,5,2,2
6897000,203,4,0,0
3981750,288,10,1,2
9344000,69,2,3,0
854250,148,4,4,0
3326250,64,12,0,0
8702500,727,21,0,6
9488750,6,0,0,0
6140500,25,0,1,0
8017000,83,18,0,0
5068750,4,0,0,0
4994000,37,1,0,0
10566000,151,3,0,0
7797000,270,6,0,0
9035750,0,21,0,0
3282250,65,6,2,0
981000,983,10,2,2
3249250,128,6,1,0
3954500,192,3,0,0
10064500,157,6,0,0
2168250,213,9,2,0
2737250,60,0,1,0
6458250,20,4,0,0
6998500,351,9,0,0
11535250,229,5,0,1
6172000,42,3,0,0
1525000,426,7,0,0
4844000,316,12,0,0
1492500,272,4,1,0
3035250,70,2,0,1
11362000,186,8,0,0
7545250,137,4,0,0
10972250,40,3,3,0
10628500,543,70,1,0
11391250,30,5,0,0
2088000,218,11,0,1
7687500,612,21,1,0
5024500,652,10,0,0
4073250,61,6,0,0
2200750,277,14,0,0
7854500,258,22,0,0
4087750,252,0,0,0
317500,120,0,0,0
1446250,133,8,0,2
4063000,106,3,0,0
9782000,85,9,0,0
5491500,1025,18,0,1
6014750,53,0,0,0
11772000,17,0,0,0
4850000,382,4,1,0
4153000,151,15,0,0
11339250,9,1,0,0
11631250,26,0,0,0
620500,113,9,0,0
7306250,292,4,1,0
11137750,76,7,0,7
4037500,31,1,0,1
5915250,75,10,1,0
5082500,31,0,1,0
6768000,12,0,0,0
69500,628,8,0,0
2808500,77,1,0,0
5110750,85,12,0,0
10000250,45,5,4,0
200250,198,12,2,0
2852250,307,2,7,0
650750,25,2,0,0
10976250,117,6,4,0
7375000,105,5,0,0
6380000,85,3,0,0
12173500,312,54,0,0
3549000,287,1,0,0
5027500,29,0,1,0
11131750,155,3,1,0
12028500,154,13,0,0
11847750,21,1,0,0
805750,43,0,0,0
6334000,42,2,0,0
5254500,389,15,0,0
1838000,14,1,0,0
405000,40,1,0,0
9807250,322,12,0,0
7143250,384,43,0,0
1140750,402,18,1,0
7103000,334,9,0,0
3903500,105,3,0,0
3963750,666,27,0,0
6683250,64,0,0,0
5693000,107,2,0,0
11114000,120,2,0,0
6358500,8,1,0,0
11730000,481,18,0,0
3552000,2,0,0,0
1909250,401,39,0,0
5910250,60,3,1,0
10592000,589,4,1,0
3054250,60,8,0,0
12061000,32,2,0,0
10264750,8,1,0,0
1381000,124,8,0,0
6400000,184,22,0,0
3719250,186,3,1,0
5082750,151,0,4,0
3031750,1317,25,1,0
10653250,443,7,0,0
7435500,85,6,0,0
6603750,30,0,0,0
5407750,310,7,0,0
7361250,99,2,0,0
38250,393,10,0,3
2771250,409,10,5,0
11307500,177,10,1,0
3787750,106,7,4,0
1247000,66,7,0,0
3684750,96,3,0,0
3317500,300,10,12,0
9972250,116,2,1,0
2870250,578,17,0,1
8997500,18,0,0,0
7323750,34,3,0,0
3573750,97,4,6,0
7898750,134,3,0,0
799000,226,10,0,0
5968250,126,6,0,0
6015000,88,0,0,0
5898500,192,4,3,1
1793250,152,3,2,0
2921750,665,13,12,0
434750,175,18,0,0
5847500,105,3,0,0
861750,52,4,0,0
5522250,317,3,0,0
12234750,304,14,4,0
4770500,642,24,2,0
5654000,173,12,0,0
3592750,157,6,0,0
8792750,39,0,0,0
4895250,265,17,4,0
11590500,231,4,2,0
3405000,173,1,1,0
861250,85,1,0,0
2378500,141,16,0,1
10047250,37,3,0,0
4712250,40,4,0,0
6150750,138,7,0,0
3581250,270,13,0,0
10312750,334,16,19,0
10112000,23,1,1,0
5440500,20,4,0,0
203750,1,0,5,0
4967250,155,12,0,0
11046750,11,1,0,0
7269750,35,2,0,0
4047000,130,8,1,0
11434750,213,9,7,0
5906250,126,3,0,0
10212500,47,9,0,0
10845500,153,0,0,0
3216500,131,7,5,0
1855750,15,0,0,0
1206500,3,0,0,0
1966250,739,5,21,1
5846250,88,5,0,0
1104500,581,3,0,0
1934750,126,0,0,0
5187750,128,2,0,0
2891500,1122,51,0,5
4876750,238,5,0,0
10816000,1,0,1,0
5121750,13,0,0,0
1047000,7,0,0,0
2920750,614,19,0,0
5226500,148,6,16,0
3751500,21,5,0,0
621500,333,6,25,0
6900500,30,1,1,0
9436000,188,3,1,0
7568250,47,0,0,0
5078750,284,26,4,1
9586500,270,9,1,0
10768750,66,4,7,0
1148000,25,0,0,0
6780500,66,5,0,0
9592500,232,1,3,0
9946250,101,7,2,0
6234000,468,13,0,0
835000,242,23,1,0
10933250,28,0,0,0
11896000,176,6,0,0
154750,29,0,7,0
3723750,175,9,2,0
10609250,122,11,0,0
4193750,60,2,0,0
3211250,231,22,3,0
5438000,32,0,0,0
1074750,760,22,0,1
563500,292,5,22,0
9055750,24,1,2,0
9716500,113,4,0,0
3661500,19,0,0,0
3014750,184,8,0,0
10944750,212,6,6,1
2322750,21,1,0,0
3849750,20,1,0,0
1911500,699,3,0,0
8100250,56,2,0,0
10546500,4,0,1,0
8172250,8,0,0,0
9069000,458,28,0,0
1165500,22,3,0,0
4317250,168,8,0,0
11340250,154,4,0,0
9671750,170,1,0,0
11397250,19,0,0,0
3644250,403,19,0,0
11564250,165,18,1,0
12377250,373,22,1,1
1046250,176,5,1,0
5220750,157,7,1,0
7034000,475,8,0,0
5037000,538,15,0,0
5745000,271,0,3,0
2386250,78,13,0,0
5911250,21,0,0,0
6497000,55,5,0,0
6683750,375,8,0,0
4852500,203,22,0,0
2138750,78,1,1,0
2448250,101,3,0,0
9121750,240,15,0,0
5865750,837,18,1,1
9811750,116,1,0,0
1499750,52,0,0,0
12027000,0,3,0,0
7860250,1,0,0,0
10297000,151,12,0,0
8230750,51,8,0,0
417250,85,4,0,0
1110750,72,8,0,0
3625250,93,11,0,0
4809750,77,2,0,0
8314250,422,13,0,0
9179500,448,18,0,0
4184250,1449,21,2,1
1240250,154,4,0,0
5264500,855,6,1,0
10513000,4,1,0,0
11616250,21,1,0,0
8799750,316,15,0,0
8049000,280,13,6,0
1181250,313,10,4,0
6700250,183,2,0,2
8170750,13,1,0,0
8666500,61,0,1,0
12384250,79,3,0,0
725000,200,2,0,0
3846250,462,17,0,0
3895750,41,3,0,0
9628250,59,4,0,0
11716000,1,0,0,0
266500,34,9,0,0
10756500,50,5,0,0
6977000,4,0,0,0
1985250,113,0,0,0
309750,19,5,0,0
2882750,71,11,0,0
8129250,176,11,0,0
7892000,493,7,2,1
2198750,155,6,0,5
2253250,483,5,0,0
11737250,8,0,1,0
4658500,375,15,0,0
7322250,67,2,0,0
11129250,486,2,4,0
9215000,251,2,0,0
10539250,65,7,3,0
9438000,65,0,0,0
5726500,268,5,0,0
7060500,235,0,18,0
139000,6,0,0,0
4447000,48,0,0,0
1025250,107,6,0,2
9512750,230,10,0,0
10774750,258,4,0,2
12229000,92,14,0,0
8822250,31,3,0,1
9212500,74,2,0,0
5239500,140,6,0,0
1459750,84,2,4,0
9199500,142,4,0,2
7002750,60,3,0,0
472000,235,24,5,0
4257000,164,3,0,0
6751750,225,4,0,3
6849750,315,17,0,0
83250,66,12,0,0
7830250,44,3,0,0
9394500,118,15,0,0
1688750,239,6,0,0
5769750,181,19,1,0
2676250,40,0,0,0
10818500,385,10,0,0
3742000,301,19,1,0
8243500,305,22,6,0
3096750,35,2,0,2
8040000,1186,24,22,0
1114000,31,1,2,0
7494250,41,0,0,0
19500,305,10,0,0
2752000,293,20,1,0
8248750,41,0,0,0
7893250,71,0,0,0
4392000,27,1,0,0
5539250,45,8,0,0
3215500,65,0,0,0
10119250,83,0,3,0
9437500,94,7,0,0
2232500,257,8,0,0
11939000,159,2,0,0
1953250,337,22,0,0
10229250,178,8,0,2
11141500,7,0,0,0
711500,498,37,26,0
6301250,369,19,0,1
764000,62,3,1,0
3288750,13,0,0,0
5061750,7,0,0,0
10257500,14,3,0,0
1724000,102,1,0,0
4902250,227,8,0,0
10713250,100,5,0,0
10261750,678,44,0,0
6458500,40,5,0,0
82250,8,0,0,0
6258500,156,2,0,0
6904000,105,2,0,0
393250,176,6,1,0
2132250,16,1,0,0
1806750,60,4,0,0
9720000,247,3,0,2
4189500,40,1,0,0
12015000,119,6,0,0
5899750,187,3,0,0
8529750,500,10,0,0
4620000,19,2,0,0
9163000,319,11,0,0
887750,241,11,0,0
6848000,77,5,1,0
10619000,59,1,0,0
2078000,178,14,0,0
2968250,131,11,0,0
10234000,745,31,1,0
6874250,1206,65,0,4
1724250,353,11,1,0
2975500,599,19,0,0
11613500,114,0,0,0
6807250,358,11,0,1
747500,4,0,0,0
4421250,32,0,0,0
6272000,244,13,0,0
12388250,166,2,0,0
5959000,334,10,1,0
11121500,90,12,1,0
1517000,76,6,0,0
11158000,233,19,2,3
9694750,353,4,2,0
4059500,206,5,0,0
10393750,82,9,0,0
3524750,97,4,1,0
2988000,86,9,0,0
1338750,275,7,0,1
1622500,465,14,0,1
3892750,30,0,0,0
9802000,178,13,3,0
3363000,151,3,0,0
7785250,50,1,4,0
10052000,226,13,1,0
12065000,9,3,0,0
12142750,208,1,0,0
8070000,55,1,1,0
2033500,703,22,1,4
11527500,101,3,0,0
8346250,28,2,0,0
9123500,240,25,1,0
6061250,385,14,1,0
4025000,13,1,0,0
2480750,102,5,0,1
7269250,102,24,0,0
3304500,314,53,0,0
9352750,39,11,0,0
2148250,25,0,0,0
6754250,105,2,0,0
10224750,91,7,0,0
3310750,296,10,0,0
8033500,325,12,1,0
364250,42,2,2,0
8385000,126,18,0,0
10840750,136,0,0,0
746000,76,9,0,0
599750,200,11,0,0
1449250,1,0,0,0
4921000,215,9,0,0
4716750,123,16,0,0
691500,704,24,3,0
8280500,24,6,0,0
9103250,71,2,0,0
11949750,170,12,9,0
3734250,27,1,0,0
11494250,113,3,0,0
6957500,300,13,19,0
984500,191,9,0,0
8163500,985,7,0,0
8096750,645,11,4,0
10057000,43,0,1,2
8271000,38,2,0,0
439000,808,39,0,0
8649250,97,4,0,0
6003750,355,29,38,0
10799000,4,0,0,0
11923000,19,0,0,0
10979500,1,0,0,0
2733500,67,2,0,0
6354500,19,0,0,0
3295250,3,0,0,0
11894500,67,2,0,0
11220500,22,2,0,0
5697750,24,6,0,0
3266750,137,4,0,0
892500,603,21,0,0
776750,507,23,0,0
1767500,88,7,0,0
6571000,340,14,9,0
10588000,211,6,0,0
8160750,57,6,0,0
10185750,13,0,0,0
5642000,894,11,0,3
282500,52,9,0,0
1459000,57,1,0,0
5465250,40,0,0,0
8215250,70,1,0,0
5987000,25,0,1,0
6852750,139,7,0,0
8861500,19,0,0,0
11972750,75,17,0,0
5143250,322,25,0,0
8628250,387,5,5,0
887500,12,2,0,0
2428500,232,3,1,0
11711250,261,16,22,0
2807500,344,29,0,0
7703750,341,14,2,0
11984750,1057,7,1,0
6921750,307,5,1,1
5440750,292,22,0,0
10477000,10,0,0,0
11503250,147,1,0,0
4215750,720,20,19,0
11683250,91,4,1,0
6067750,10,1,0,0
5994250,116,0,0,0
7184500,491,14,14,0
9651250,106,6,0,0
236000,109,4,1,0
8848250,43,0,0,0
2688750,114,8,0,0
1324500,319,23,0,0
8508750,3,0,0,0
3350250,339,19,0,0
4625750,360,19,1,0
448250,27,3,0,0
12204750,44,3,0,0
6571750,85,7,2,0
1620500,88,10,0,0
11032250,92,0,0,0
5999000,5,6,0,0
4533750,90,6,0,0
6634500,11,1,4,0
3149000,225,4,3,0
5012750,221,16,0,0
5336750,145,14,1,0
10927500,6,0,0,0
4922750,264,10,0,0
4963500,171,5,1,0
5742000,467,20,0,0
2557000,39,0,0,0
2006000,11,0,0,0
5751500,185,19,0,0
7405250,35,1,0,2
8072250,222,15,4,0
11751000,11,0,0,0
6523250,158,0,0,0
3257000,296,0,0,0
6257000,62,12,3,0
11283500,63,3,0,0
3075000,13,0,2,0
10642000,353,25,3,0
2476250,38,0,0,0
4004500,77,5,0,0
10309250,136,9,0,0
8573000,241,8,2,0
1641000,1,0,0,0
848500,352,6,2,0
9513250,469,10,1,0
1244250,220,14,1,0
9906500,292,11,0,0
7699500,1071,22,0,0
7588000,291,11,5,3
8940500,475,10,0,0
12331000,227,13,0,0
11747250,363,7,38,0
5287000,36,0,0,0
12154500,927,38,0,0
5155750,244,12,0,0
1629250,221,10,3,0
4680000,34,1,0,0
2823250,86,2,0,0
71250,0,1,0,1
12004000,107,12,0,0
11687000,29,2,0,0
7886000,564,9,1,0
10578000,90,7,1,0
11300000,140,5,4,0
7383000,14,0,1,0
2076000,175,2,0,6
11612500,284,7,0,0
2492500,316,16,0,0
8745250,150,2,0,0
9278500,14,0,0,0
7657250,121,7,0,0
1528500,336,23,11,3
11440500,263,13,0,0
965500,144,4,0,2
4880250,141,3,0,0
4336750,90,1,1,0
1118250,284,23,0,0
1365000,51,3,0,0
11646500,52,0,0,0
5467250,115,3,10,0
7918750,74,1,17,0
1904750,87,3,0,0
252500,71,8,0,0
39750,14,0,0,0
4133750,316,17,0,0
11078500,31,3,0,0
6412250,104,4,0,0
9973000,60,0,0,0
1758250,122,8,0,0
3010000,18,3,0,0
3312500,71,1,0,0
10185000,34,0,4,0
8324500,111,6,0,0
380000,112,12,2,2
4547500,202,1,5,0
5226250,219,10,0,0
12239250,241,15,0,0
731750,199,11,0,0
2788750,539,13,0,0
6564500,874,29,0,0
12015250,11,0,0,0
4809000,28,5,0,0
7445000,54,4,0,0
791500,365,12,11,0
1661750,360,11,1,0
12337750,66,2,0,0
11957000,282,10,1,0
8327250,0,1,0,0
8216750,110,2,0,0
1173500,356,24,0,0
5238000,228,14,0,0
10654750,87,1,0,0
6694750,777,19,0,0
11167500,1,0,0,0
4782250,96,8,6,0
1906000,375,24,0,0
11734000,265,5,0,0
9782500,118,3,1,0
1441500,113,1,0,0
3590000,96,3,0,0
6713250,216,29,0,0
42000,255,3,0,0
6872750,28,1,0,0
7715000,383,6,3,0
745750,271,7,0,0
154500,503,14,0,0
12016750,278,20,1,0
573000,348,7,5,0
2331750,326,21,33,0
7976750,129,4,1,0
8757750,99,4,0,0
7286500,3,0,0,0
10095000,150,10,0,0
11936000,189,2,2,0
2364500,61,2,0,0
3675000,96,14,0,0
10715500,15,0,1,0
8149250,881,11,0,0
8111500,259,6,3,0
11625250,118,18,0,0
4259500,205,11,0,0
3001000,0,6,0,0
11558000,120,4,0,0
969750,161,6,0,0
10966250,95,9,0,0
5812000,503,35,11,0
6848750,310,15,0,0
10592750,112,5,0,1
4256000,182,10,0,1
5962750,77,18,0,0
371250,359,3,0,0
11794250,85,4,0,2
7345250,25,3,1,0
10492250,876,15,1,0
2187500,182,7,0,0
3288250,234,6,0,0
2940000,2376,31,0,0
3410000,34,0,1,0
3781500,91,1,0,0
8216500,344,28,0,0
7476250,199,8,0,0
6155250,222,12,0,0
9394250,417,9,3,0
4631250,171,4,0,0
3799500,16,2,0,0
5293250,317,13,0,0
1086750,531,16,0,0
5261000,138,10,0,0
4886500,83,6,0,0
7003500,34,2,0,0
4501000,1,0,0,0
5052000,110,3,0,1
3511000,249,4,0,11
9173750,468,13,0,0
3861500,71,9,0,0
1838750,31,2,0,0
8949750,226,4,0,0
4118250,89,1,0,0
7787500,34,1,0,0
8051750,354,2,1,0
11313000,890,15,0,0
4304250,36,9,0,0
