8430000,25372,2
8430000,6175,1
8430000,13240,1
8430000,10480,13
8430000,27328,16
8430000,11767,1
8430000,5863,1
8430000,21838,1
8430000,679,1
8430000,17771,10
8430000,8637,16
8430000,28410,1
8430000,7354,1
8430000,3409,1
8430000,11080,1
8430000,7868,2
8430000,13070,2
8430000,16396,2
8430000,20979,1
8430000,2257,1
8430000,24427,1
4256500,28930,1
4256500,12588,4
4256500,24898,1
4256500,14596,1
4256500,11889,1
4256500,22484,1
4256500,4694,10
4256500,29547,2
4256500,27514,1
4256500,28378,1
4256500,19394,1
4256500,21400,1
4256500,24922,1
4256500,19175,1
4256500,17032,1
4256500,15672,1
4256500,22280,7
4256500,6868,1
4256500,17405,1
4256500,7868,2
4256500,5267,1
4256500,29473,1
4256500,13888,2
4256500,16913,1
4256500,2410,49
4256500,28985,1
4256500,28135,1
9039750,24978,3
9039750,20154,1
9039750,11196,78
9039750,21628,1
9039750,21919,1
9039750,28465,1
9039750,18290,1
9039750,11983,5
9039750,19814,3
9039750,14360,1
9039750,16540,2
9039750,28357,1
9039750,13087,26
9039750,22489,3
9039750,28059,2
9039750,4709,6
9039750,14533,1
9039750,9563,5
9039750,15584,2
9039750,1293,35
9039750,5863,3
9039750,15639,12
9039750,14020,1
9039750,16463,1
9039750,16550,1
9039750,22317,2
9039750,3627,8
9039750,16406,6
9039750,7105,20
9039750,14065,1
9039750,9230,1
9039750,14580,41
9039750,17959,1
9039750,3228,111
9039750,2128,3
9039750,27448,1
9039750,26005,3
9039750,12220,4
9039750,27092,1
9039750,2257,6
9039750,22583,1
9039750,6199,1
9039750,22887,5
9039750,2513,2
4115500,1222,2
4115500,21899,13
4115500,14470,14
4115500,6731,56
4115500,18024,1
4115500,2826,1
4115500,26619,15
12215000,25260,11
12215000,215,1
12215000,18491,1
12215000,23207,2
12215000,9363,25
12215000,2655,1
12215000,4479,4
12215000,4300,2
12215000,19951,1
12215000,15302,7
12215000,5470,1
12215000,14265,7
12215000,14261,25
12215000,6080,3
12215000,1831,2
12215000,27888,1
12215000,22,1
12215000,29465,2
12215000,3254,3
12215000,21815,1
12215000,17400,1
12215000,11465,2
12215000,18805,8
12215000,8719,1
12215000,18167,1
12215000,5267,4
12215000,23475,1
12215000,679,10
12215000,993,1
12215000,15934,8
12215000,8637,54
12215000,21796,3
12215000,21672,2
12215000,4887,1
12215000,24869,1
12215000,6154,1
12215000,20449,1
12215000,12431,2
12215000,3406,1
12215000,17642,2
12215000,17641,1
12215000,9829,1
12215000,14580,2
12215000,6096,1
12215000,11670,11
12215000,5590,1
12215000,20207,6
12215000,20896,5
12215000,10193,1
12215000,8307,2
12215000,14182,3
12215000,28463,18
12215000,3032,1
12215000,28266,6
12215000,2257,3
12215000,23779,3
12215000,19514,4
12215000,10329,3
12215000,28391,4
12215000,11201,1
12215000,26722,1
12215000,6904,4
12215000,7975,4
12215000,21067,2
12215000,8689,6
12215000,22016,2
12215000,23304,2
12215000,4281,1
12215000,5254,1
12215000,28401,2
12215000,29330,4
12215000,29331,1
12215000,18084,1
12215000,22365,1
12215000,5845,4
12215000,19574,1
12215000,14294,1
12215000,4491,1
12215000,25618,1
12215000,10872,1
12215000,911,1
12215000,23662,3
12215000,15639,27
12215000,21110,4
12215000,29203,1
12215000,14942,43
12215000,20626,1
12215000,16406,4
12215000,3151,1
12215000,27711,3
12215000,28410,2
12215000,3627,13
12215000,6672,327
12215000,7868,61
12215000,13745,1
12215000,27509,2
12215000,5087,1
12215000,23251,2
12215000,15831,3
12215000,18743,17
12215000,28653,1
12215000,4953,1
12215000,27791,5
12215000,2160,2
12215000,7105,1
12215000,4262,1
12215000,4949,38
12215000,21121,4
12215000,22547,5
12215000,9030,1
12215000,29099,12
12215000,5336,3
12215000,22421,1
12215000,25570,6
12215000,11159,5
12215000,20831,27
12215000,21838,1
12215000,1037,1
12215000,26972,1
12215000,20121,1
12215000,18730,2
12215000,19539,2
12215000,24341,1
12215000,6880,2
12215000,12977,2
12215000,9620,1
12215000,3720,2
12215000,20411,1
12215000,3723,1
12215000,2899,2
12215000,13592,8
12215000,27371,4
12215000,4939,18
12215000,6290,1
12215000,28065,1
12215000,11431,1
12215000,19751,1
12215000,22330,2
12215000,13793,3
12215000,26665,1
12215000,24977,7
12215000,16500,1
12215000,17945,3
12215000,12052,1
12215000,239,1
12215000,25565,1
12215000,5640,1
12215000,25090,1
12215000,11176,10
12215000,5724,1
12215000,26605,1
12215000,1694,2
12215000,12352,75
12215000,24601,1
12215000,7473,3
12215000,25169,1
12215000,18544,2
12215000,25676,1
12215000,2729,1
12215000,18024,1
12215000,6734,1
12215000,13471,1
12215000,27155,1
12215000,4795,2
12215000,8792,1
12215000,5043,3
12215000,3228,1
12215000,4919,1
12215000,19120,1
12215000,13701,8
12215000,20846,1
12215000,9802,1
12215000,25488,1
12215000,2000,2
12215000,16110,1
12215000,11652,1
12215000,11969,1
12215000,26404,1
3404000,554,1
3404000,3719,2
3404000,4479,1
3404000,8446,33
3404000,11983,1
3404000,3047,2
3404000,7096,1
3404000,28370,6
3404000,29,51
3404000,14294,1
3404000,11280,1
3404000,6246,113
3404000,21110,1
3404000,619,1
3404000,15911,16
3404000,3627,103
3404000,28985,1
3404000,9195,1
3404000,22246,315
3404000,3702,1
3404000,12606,1
3404000,905,467
3404000,5185,3
3404000,17581,1
3404000,26464,2
3404000,2000,1
3404000,28653,12
3404000,1385,15
3404000,27791,11
3404000,18273,24
3404000,25669,1
5256500,21838,1
5256500,15089,1
5256500,3775,20
5256500,3034,1
5256500,953,1
5256500,20846,1
5256500,20338,3
5256500,614,47
5256500,20679,33
5256500,12165,5
5256500,28463,1
5256500,6734,2
5256500,13380,1
5256500,7975,1
5256500,11612,2
5256500,25676,1
5256500,3068,1
5256500,15874,7
5256500,7868,1
7367000,21110,1
7367000,155,11
7367000,20386,1
7367000,21336,23
7367000,17945,11
7367000,12588,1
7367000,20297,12
7367000,2826,2
7367000,11888,12
7367000,15584,6
7367000,10970,1
7367000,28626,1
7367000,16540,5
7367000,5254,1
7367000,12394,1
7367000,7260,2
7367000,15686,52
7367000,10584,2
7367000,3850,1
7367000,8719,1
7367000,504,4
7367000,16009,1
7367000,1507,1
7367000,23662,1
7367000,14020,2
7367000,143,12
7367000,18730,12
7367000,9111,1
7367000,21975,52
7367000,26699,2
7367000,3627,1
7367000,8316,1
7367000,18025,2
7367000,28411,1
7367000,11083,11
7367000,13070,1
7367000,27371,1
7367000,4731,1
7367000,13607,13
7367000,4683,1
7367000,11679,1
7367000,3151,2
7367000,7061,11
7367000,21533,1
7367000,647,1
7367000,18515,1
7367000,10908,1
4956000,23662,5
4956000,1222,1
4956000,14226,1
4956000,11196,1
4956000,10329,1
4956000,4949,1
4956000,3719,1
4956000,23475,2
4956000,22547,1
4956000,17945,2
4956000,4571,4
4956000,17920,2
4956000,21533,1
4956000,26763,3
4956000,9657,1
4956000,5470,3
4956000,12977,2
4956000,27060,1
4956000,20831,1
4956000,22393,6
4956000,11329,1
4956000,29099,2
4956000,14153,2
4956000,2822,1
4956000,18353,3
4956000,12285,2
4956000,8943,1
4956000,28230,1
4956000,11176,2
4956000,1583,1
4956000,23878,1
4956000,3254,1
4956000,14261,4
4956000,17470,1
4956000,21337,11
4956000,527,1
4956000,2033,1
4956000,22836,3
4956000,26114,3
4956000,24869,1
4956000,282,1
4956000,24590,1
4956000,4452,1
4956000,14020,1
4956000,19466,3
4956000,18730,2
4956000,15934,2
4956000,14902,1
4956000,14048,6
4956000,18712,4
4956000,27198,3
4956000,7963,1
4956000,3151,1
4956000,1591,1
4956000,23826,1
4956000,5832,1
4956000,3313,1
4956000,11080,2
4956000,14580,10
4956000,7868,3
4956000,18805,2
4956000,2042,9
4956000,15315,12
4956000,949,1
4956000,19381,1
4956000,19973,1
4956000,2891,7
4956000,13450,10
4956000,16939,1
4956000,19772,3
4956000,24601,1
4956000,28135,2
4956000,26121,1
4956000,28675,13
4956000,28616,1
4956000,25933,1
7927750,22749,1
7927750,15534,1
7927750,21862,1
7927750,20154,3
7927750,26288,34
7927750,15921,1
7927750,5661,1
7927750,3658,3
7927750,20279,17
7927750,5529,1
7927750,15661,1
7927750,6148,1
7927750,25372,3
7927750,20701,2
7927750,12736,1
7927750,15065,18
7927750,19113,1
7927750,10893,2
7927750,12674,12
7927750,12754,2
7927750,19394,1
7927750,26341,22
7927750,22523,1
7927750,28441,1
7927750,9549,7
7927750,20516,1
7927750,569,2
7927750,14020,5
7927750,16463,2
7927750,16754,1
7927750,17606,1
7927750,23071,1
7927750,17959,1
7927750,22204,1
7927750,6447,4
7927750,23251,1
7927750,15138,1
7927750,6868,1
7927750,7105,1
7927750,8313,1
7927750,21110,3
7927750,27638,1
7927750,9620,1
7927750,25570,1
7927750,20411,4
7927750,11330,2
7927750,7868,2
7927750,12680,11
7927750,5834,1
7927750,3228,1
7927750,4172,1
7927750,949,3
7927750,3034,1
7927750,5712,1
7927750,3032,13
7927750,6290,1
7927750,10948,1
7927750,8483,1
7927750,684,1
7927750,19021,1
7927750,21092,2
9982500,9340,1
9982500,22484,2
9982500,1849,1
9982500,16009,15
9982500,9392,1
9982500,9369,27
9982500,6805,1
9982500,542,24
9982500,27508,1
9982500,20800,11
9982500,1591,2
9982500,17087,2
9982500,10014,1
9982500,282,1
9982500,1392,3
9982500,2683,4
145750,5067,1
145750,22094,1
145750,11196,20
145750,24242,40
145750,7576,1
145750,21110,1
145750,16939,1
145750,21094,1
145750,7409,14
145750,10584,1
145750,3847,27
145750,11578,13
145750,22099,2
10443000,23202,1
10443000,27888,1
10443000,4571,9
10443000,15721,2
10443000,28855,2
10443000,14261,1
10443000,3047,1
10443000,6918,2
10443000,11465,3
10443000,8495,1
10443000,12271,6
10443000,8719,18
10443000,24969,6
10443000,934,3
10443000,23475,2
10443000,19466,47
10443000,21672,1
10443000,26737,1
10443000,28985,6
10443000,12431,1
10443000,21071,1
10443000,14580,1
10443000,11670,2
10443000,18805,3
10443000,11029,1
10443000,9829,1
10443000,2471,3
10443000,1080,2
10443000,10329,5
10443000,24274,1
10443000,16944,1
10443000,12717,1
10443000,22393,1
10443000,8689,3
10443000,22016,1
10443000,6908,1
10443000,5254,3
10443000,3651,1
10443000,22365,1
10443000,19702,1
10443000,11280,1
10443000,1392,12
10443000,2669,1
10443000,21110,8
10443000,10176,2
10443000,7868,2
10443000,2042,6
10443000,25272,1
10443000,8816,2
10443000,12674,1
10443000,27155,1
10443000,3590,1
10443000,1222,8
10443000,14226,2
10443000,4949,1
10443000,21334,4
10443000,29099,6
10443000,13779,12
10443000,26665,1
10443000,18730,4
10443000,16836,1
10443000,12977,2
10443000,9620,5
10443000,20411,1
10443000,13592,4
10443000,18689,1
10443000,11431,1
10443000,27135,49
10443000,155,1
10443000,2739,5
10443000,20658,1
10443000,10570,11
10443000,11176,2
10443000,28378,12
10443000,25099,2
10443000,13460,11
10443000,12352,2
10443000,5077,2
10443000,143,1
10443000,14482,12
10443000,17372,6
10443000,3627,1
10443000,18024,4
10443000,9192,2
10443000,23628,24
10443000,24486,1
10443000,5043,2
10443000,5832,3
10443000,26605,1
10443000,25488,20
1710500,25260,3
1710500,23202,1
1710500,8628,1
1710500,16075,1
1710500,5506,1
1710500,22179,1
1710500,14261,3
1710500,29084,1
1710500,21400,1
1710500,20411,2
1710500,11465,1
1710500,8494,1
1710500,679,4
1710500,15934,1
1710500,8637,1
1710500,21672,1
1710500,28985,1
1710500,4235,1
1710500,26860,1
1710500,11670,2
1710500,18805,3
1710500,20207,1
1710500,5856,1
1710500,24898,1
1710500,2251,1
1710500,23779,2
1710500,21838,2
1710500,1481,3
1710500,26728,1
1710500,8689,2
1710500,3677,1
1710500,28230,1
1710500,22027,1
1710500,29330,1
1710500,9549,1
1710500,911,1
1710500,1390,5
1710500,23662,1
1710500,19514,1
1710500,21110,1
1710500,14120,3
1710500,16406,1
1710500,28410,1
1710500,3313,1
1710500,10788,1
1710500,26422,1
1710500,7868,37
1710500,27501,1
1710500,27509,1
1710500,5087,1
1710500,1533,1
1710500,18275,1
1710500,12346,1
1710500,2160,1
1710500,24764,1
1710500,4262,1
1710500,3590,1
1710500,25526,3
1710500,22547,1
1710500,9030,2
1710500,19692,1
1710500,29099,4
1710500,27191,1
1710500,29095,1
1710500,18353,1
1710500,11018,1
1710500,29547,7
1710500,4949,4
1710500,24929,1
1710500,10151,4
1710500,18730,5
1710500,19539,2
1710500,14780,27
1710500,4775,1
1710500,7354,1
1710500,15018,1
1710500,12977,6
1710500,9620,3
1710500,3720,1
1710500,10247,1
1710500,3723,2
1710500,5185,1
1710500,28065,20
1710500,22330,1
1710500,554,1
1710500,11329,2
1710500,21140,2
1710500,22058,1
1710500,11176,2
1710500,12352,3
1710500,8842,1
1710500,25005,4
1710500,15672,1
1710500,17372,1
1710500,25676,1
1710500,2729,5
1710500,18024,2
1710500,26341,1
1710500,8313,1
1710500,4795,1
1710500,13070,1
1710500,5834,2
1710500,3228,5
1710500,27117,1
1710500,25488,1
1710500,7747,1
1710500,12162,1
10401500,21862,1
10401500,23448,1
10401500,24966,1
10401500,8719,4
10401500,16463,1
10401500,19466,3
10401500,21672,3
10401500,24541,7
10401500,18361,3
10401500,6158,1
10401500,18805,3
10401500,11052,1
10401500,24669,1
10401500,414,2
10401500,13394,8
10401500,13258,19
10401500,17242,10
10401500,25526,3
10401500,23770,2
10401500,8038,7
10401500,10232,1
10401500,8446,3
10401500,18075,1
10401500,20756,4
10401500,23878,2
10401500,5094,1
10401500,24107,5
10401500,19702,1
10401500,5848,2
10401500,21838,1
10401500,25329,1
10401500,18465,14
10401500,14048,24
10401500,25733,1
10401500,23947,4
10401500,28410,2
10401500,3313,2
10401500,11080,6
10401500,7868,23
10401500,7706,2
10401500,28710,1
10401500,27509,4
10401500,8816,20
10401500,3091,1
10401500,18743,1
10401500,27791,39
10401500,13878,4
10401500,1222,3
10401500,19692,1
10401500,22421,1
10401500,23086,1
10401500,7096,1
10401500,23793,2
10401500,1583,7
10401500,24929,21
10401500,9972,1
10401500,17446,1
10401500,23338,1
10401500,16836,1
10401500,4775,1
10401500,1591,3
10401500,12189,66
10401500,15018,1
10401500,8477,3
10401500,17959,13
10401500,2899,3
10401500,26722,1
10401500,13450,2
10401500,21533,1
10401500,26121,1
10401500,28675,1
10401500,9340,1
10401500,17945,2
10401500,21140,2
10401500,23934,5
10401500,22950,81
10401500,22400,1
10401500,19421,4
10401500,28765,3
10401500,2033,1
10401500,28769,2
10401500,26959,1
10401500,21094,1
10401500,6868,3
10401500,7827,1
10401500,11793,1
10401500,25488,1
10401500,20979,17
10234000,13878,1
10234000,21862,2
10234000,26789,1
10234000,3719,30
10234000,2655,1
10234000,19955,3
10234000,21565,12
10234000,3324,22
10234000,21372,2
10234000,14074,1
10234000,14261,13
10234000,16846,1
10234000,11665,2
10234000,9563,1
10234000,10584,12
10234000,3723,1
10234000,19402,11
10234000,18167,1
10234000,27487,3
10234000,8637,1
10234000,23071,1
10234000,25214,24
10234000,4039,29
10234000,24306,5
10234000,18805,6
10234000,24385,1
10234000,15192,1
10234000,3032,9
10234000,26005,3
10234000,1666,1
10234000,19416,2
10234000,17024,3
10234000,16668,1
10234000,27567,1
10234000,7037,3
10234000,11888,1
10234000,3300,1
10234000,10970,68
10234000,22484,1
10234000,5254,1
10234000,21995,6
10234000,28401,1
10234000,15584,1
10234000,27261,1
10234000,5848,4
10234000,7456,1
10234000,21110,1
10234000,15734,1
10234000,11951,2
10234000,18950,2
10234000,3740,8
10234000,18712,1
10234000,14446,1
10234000,9640,1
10234000,8692,15
10234000,26754,1
10234000,26619,1
10234000,21693,1
10234000,29265,1
10234000,11357,1
10234000,5086,1
10234000,849,1
10234000,24601,4
10234000,28653,137
10234000,29385,1
10234000,4953,5
10234000,18275,1
10234000,27791,2
10234000,26655,1
10234000,8219,1
10234000,2610,2
10234000,19615,1
10234000,28463,1
10234000,11347,1
10234000,7856,1
10234000,29099,1
10234000,16722,2
10234000,25424,2
10234000,13773,1
10234000,1731,3
10234000,26665,1
10234000,21593,1
10234000,28885,3
10234000,14020,14
10234000,17449,1
10234000,20551,2
10234000,26288,1
10234000,15019,23
10234000,3720,1
10234000,10014,1
10234000,26298,6
10234000,4078,1
10234000,23928,1
10234000,13450,5
10234000,24013,3
10234000,7762,2
10234000,15811,6
10234000,2695,4
10234000,15498,1
10234000,12346,2
10234000,9340,10
10234000,11524,19
10234000,17945,1
10234000,17060,1
10234000,14242,1
10234000,3536,1
10234000,5529,2
10234000,11329,1
10234000,4691,1
10234000,18289,1
10234000,25090,1
10234000,7323,1
10234000,24869,8
10234000,1293,1
10234000,25840,1
10234000,23214,1
10234000,143,1
10234000,21657,1
10234000,9111,127
10234000,17372,2
10234000,13942,8
10234000,10176,13
10234000,3626,2
10234000,12285,1
10234000,18024,2
10234000,22749,1
10234000,6868,1
10234000,21092,3
10234000,25570,18
10234000,13070,1
10234000,3423,2
10234000,25086,12
10234000,11790,3
10234000,17581,2
10234000,24409,17
10234000,4014,1
10234000,20979,1
10234000,11849,2
10234000,28975,16
10234000,7465,1
9351750,25260,2
9351750,2966,1
9351750,1222,1
9351750,10329,1
9351750,20158,1
9351750,28930,10
9351750,11524,1
9351750,26722,1
9351750,12588,10
9351750,26728,5
9351750,21067,7
9351750,25372,3
9351750,20359,1
9351750,6908,1
9351750,11080,174
9351750,15672,1
9351750,28270,1
9351750,4125,1
9351750,26763,1
9351750,17214,2
9351750,19702,1
9351750,4595,1
9351750,12352,1
9351750,8719,2
9351750,360,1
9351750,28391,1
9351750,993,17
9351750,20626,14
9351750,20300,1
9351750,3627,16
9351750,6571,1
9351750,7552,1
9351750,12977,5
9351750,9620,1
9351750,14580,71
9351750,4078,2
9351750,11670,1
9351750,3390,1
9351750,3228,1
9351750,26308,3
9351750,2891,27
9351750,6290,3
9351750,8978,1
9351750,15831,2
9351750,5876,1
9351750,17921,10
9351750,28065,1
9351750,16110,1
6874250,17760,12
6874250,21657,1
6874250,155,18
6874250,29099,1
6874250,9109,1
6874250,10329,2
6874250,20158,1
6874250,29095,5
6874250,4324,14
6874250,22547,6
6874250,20425,31
6874250,11052,8
6874250,23831,1
6874250,14265,24
6874250,11328,1
6874250,6148,1
6874250,14261,1
6874250,11665,6
6874250,251,1
6874250,1771,17
6874250,20456,1
6874250,29547,2
6874250,12394,1
6874250,16768,3
6874250,22583,1
6874250,17214,14
6874250,8637,72
6874250,14294,1
6874250,15584,299
6874250,9549,7
6874250,13483,88
6874250,11628,20
6874250,2683,476
6874250,13962,1
6874250,19514,1
6874250,14020,7
6874250,143,6
6874250,993,6
6874250,26754,96
6874250,10646,1
6874250,23662,3
6874250,18905,1
6874250,22280,1
6874250,28410,86
6874250,8005,2
6874250,20470,9
6874250,11080,71
6874250,14580,1
6874250,6096,1
6874250,18805,29
6874250,20207,1
6874250,24844,22
6874250,27371,1
6874250,12747,22
6874250,14182,1
6874250,20300,3
6874250,26722,2
6874250,22393,44
6874250,647,22
6874250,530,1
6874250,2257,1
6874250,18275,1
6874250,23143,3
6874250,12168,191
5292000,23779,19
5292000,17451,1
5292000,5151,1
5292000,19973,1
5292000,21919,1
5292000,19974,11
5292000,22751,1
5292000,23793,1
5292000,28662,2
5292000,21345,12
5292000,16463,1
5292000,1131,2
5292000,25651,1
5292000,21672,5
5292000,12285,1
5292000,11670,13
5292000,18805,2
5292000,10097,1
5292000,8643,104
5292000,24601,1
5292000,28135,1
5292000,25669,11
1194750,2669,4
1194750,23698,1
1194750,8628,1
1194750,28687,1
1194750,23103,12
1194750,25642,4
1194750,28391,1
1194750,25366,167
1194750,26576,1
1194750,28463,1
1194750,6904,1
1194750,15344,1
1194750,4059,25
1194750,7173,1
1194750,7037,11
1194750,83,106
1194750,3068,12
1194750,14261,1
1194750,22836,1
1194750,12737,11
1194750,4281,5
1194750,7976,3
1194750,29224,1
1194750,11687,1
1194750,6104,1
1194750,12977,1
1194750,11465,1
1194750,9563,1
1194750,28401,1
1194750,12352,1
1194750,7737,1
1194750,27052,13
1194750,2683,1
1194750,14020,1
1194750,679,14
1194750,25169,13
1194750,17446,1
1194750,8637,15
1194750,14969,1
1194750,778,2
1194750,3627,13
1194750,16836,3
1194750,24869,1
1194750,20551,14
1194750,21092,14
1194750,29099,1
1194750,13430,1
1194750,6543,12
1194750,8689,2
1194750,11080,1
1194750,7827,12
1194750,24669,13
1194750,7868,6
1194750,3390,1
1194750,29473,1
1194750,1995,1
1194750,11022,1
1194750,27117,1
1194750,5306,13
1194750,22961,1
1194750,25488,3
1194750,11734,3
1194750,16944,1
1194750,24461,1
1194750,4953,2
1194750,5848,2
1194750,25839,1
1194750,7400,51
5108000,25260,1
5108000,215,1
5108000,8628,1
5108000,2963,2
5108000,4479,2
5108000,4571,12
5108000,26378,1
5108000,21372,1
5108000,11983,1
5108000,14261,6
5108000,3047,3
5108000,28621,1
5108000,21071,1
5108000,3252,1
5108000,13020,1
5108000,9567,1
5108000,8719,1
5108000,23236,1
5108000,10741,2
5108000,21345,1
5108000,15934,1
5108000,19466,1
5108000,21672,4
5108000,12068,1
5108000,29203,25
5108000,22113,1
5108000,14065,1
5108000,17647,1
5108000,14580,13
5108000,6096,1
5108000,25272,1
5108000,10193,13
5108000,528,1
5108000,57,1
5108000,14182,5
5108000,5306,1
5108000,7522,1
5108000,2257,4
5108000,23284,1
5108000,27179,1
5108000,10532,22
5108000,10329,1
5108000,700,1
5108000,4324,1
5108000,26722,2
5108000,20279,4
5108000,20297,2
5108000,22393,3
5108000,6148,14
5108000,12586,3
5108000,6908,1
5108000,27785,15
5108000,5254,1
5108000,11687,5
5108000,27539,2
5108000,527,1
5108000,20595,1
5108000,6080,1
5108000,15584,1
5108000,915,1
5108000,2260,1
5108000,911,1
5108000,23662,2
5108000,19514,2
5108000,22556,12
5108000,16952,1
5108000,6672,4
5108000,3313,1
5108000,11080,15
5108000,7868,1
5108000,26754,1
5108000,19166,1
5108000,8689,7
5108000,26308,1
5108000,18868,1
5108000,8816,1
5108000,4958,1
5108000,15831,3
5108000,24601,2
5108000,647,27
5108000,19673,3
5108000,8724,1
5108000,14226,1
5108000,22547,3
5108000,23407,1
5108000,28463,16
5108000,24978,1
5108000,24486,8
5108000,12964,2
5108000,29095,1
5108000,251,2
5108000,10255,1
5108000,18353,4
5108000,29547,25
5108000,26665,1
5108000,14533,2
5108000,24929,1
5108000,1031,2
5108000,5863,1
5108000,2683,7
5108000,14020,16
5108000,26972,3
5108000,18730,3
5108000,15718,14
5108000,10646,10
5108000,15094,20
5108000,27659,14
5108000,1591,1
5108000,2042,1
5108000,29084,1
5108000,20411,1
5108000,3723,1
5108000,17958,1
5108000,6352,1
5108000,13592,1
5108000,15315,2
5108000,27371,6
5108000,19457,1
5108000,28675,1
5108000,27509,1
5108000,12346,15
5108000,9340,1
5108000,11790,1
5108000,155,12
5108000,20154,1
5108000,20158,1
5108000,2739,3
5108000,21067,1
5108000,11888,1
5108000,11176,2
5108000,13891,1
5108000,28270,1
5108000,1966,1
5108000,6104,3
5108000,7070,18
5108000,20823,4
5108000,26605,2
5108000,19421,1
5108000,26114,1
5108000,12352,4
5108000,8842,1
5108000,16540,10
5108000,22317,2
5108000,4254,27
5108000,3627,25
5108000,12285,1
5108000,22749,1
5108000,23628,12
5108000,3702,2
5108000,4795,1
5108000,27615,3
5108000,5834,1
5108000,27791,3
5108000,6542,2
5108000,27117,1
5108000,11793,8
5108000,2128,2
5108000,22359,12
5108000,13701,2
5108000,7061,1
5108000,25488,4
5108000,25830,3
5108000,11652,1
1617250,22077,1
1617250,13853,1
1617250,22359,1
1617250,17431,1
1617250,19514,4
1617250,28463,28
1617250,23861,1
1617250,62,1
1617250,5667,12
1617250,29099,3
