5994250	679
8145500	24392
4447000	8005
6014750	12674
6014750	21110
9015000	7024
9015000	26686
10598500	12352
3075000	8684
5994250	11775
7060500	11080
6014750	12519
6014750	21462
6014750	17541
6014750	19596
5287000	20466
5287000	5796
11300000	13701
203750	2655
11613500	20444
11613500	24541
5735000	13749
317500	18730
317500	12924
317500	9549
7345250	8689
7345250	28270
10018000	27739
10018000	20343
10018000	12447
10018000	4538
10018000	24844
10018000	7868
1074500	28622
1074500	11148
3075000	8751
2557000	18624
9015000	5796
9015000	4691
5915250	444
9438000	11679
9438000	22583
5735000	24073
10057000	14919
10057000	2274
3257000	29547
3257000	10226
8145500	4949
8145500	4731
8248750	6583
1934750	21110
1934750	25424
2557000	23793
2557000	16454
5287000	25619
5287000	2410
2756000	20297
6140500	27869
11613500	4060
11397250	19673
5735000	11767
5735000	22246
7345250	27060
5994250	24977
5994250	18744
5994250	14273
8145500	23669
980000	4691
8248750	27197
1934750	11196
5438000	16103
7494250	24167
7494250	3150
64000	23656
64000	11080
5910250	224
5465250	21865
2756000	17945
2756000	13394
10057000	6511
8666500	17671
8666500	6447
8666500	20648
317500	16100
317500	4125
317500	8637
3257000	6080
3257000	18805
3257000	23284
3257000	2669
3257000	20648
591750	16564
6867750	28045
6867750	7560
980000	26894
980000	19974
10185750	3438
10185750	14806
10185750	9290
10185750	24284
1934750	14119
1934750	2655
10915250	10861
1441500	2826
9463750	735
3257000	21657
3257000	24977
3257000	8149
3257000	25260
11923000	14261
1934750	27046
1934750	4709
1934750	19514
10915250	7868
4097500	4694
8792750	27939
8792750	17640
11646500	15401
11613500	7105
3257000	25099
8145500	4268
8145500	24196
8248750	21061
8248750	1427
1934750	22530
1934750	3977
11646500	26028
10840750	24015
5915250	28087
11613500	14261
11613500	12734
5735000	28621
5735000	21110
5735000	11080
39750	1224
3257000	3228
3257000	1554
10018000	25252
1148000	9354
7320250	20466
1074500	10617
1074500	28783
1074500	5962
1074500	15584
1074500	10908
4447000	25488
4447000	24848
805750	12394
5915250	21110
317500	19973
317500	3254
317500	12588
3257000	11176
3257000	29146
5027500	6274
980000	6548
980000	22505
10915250	20411
11646500	12949
11646500	6805
11646500	13975
11646500	24978
11646500	7552
7893250	28348
2756000	20411
2756000	6725
5987000	19673
1499750	18066
3257000	29473
3257000	19973
3257000	21110
3257000	11578
10018000	29076
10018000	13313
1074500	2128
1934750	19381
1934750	28391
1934750	24726
1934750	20395
1934750	28035
8848250	8081
2006000	28008
2006000	29022
6354500	24307
6354500	5377
6354500	26159
5465250	1329
6250250	12541
11397250	12977
5735000	21838
5735000	2683
3257000	28410
3257000	251
6523250	4443
5082750	24383
1074500	7868
11613500	7868
11613500	20449
5735000	17218
5735000	15450
5735000	25407
5735000	26404
8666500	25481
8666500	647
3257000	17058
3257000	28896
6867750	23115
8248750	19668
4447000	3350
9015000	12433
9015000	5133
9015000	2000
8792750	6951
6015000	15672
6015000	3228
6140500	2843
5735000	29490
5735000	16500
5735000	2198
10057000	3857
6523250	17060
6523250	4411
10018000	27791
1074500	6052
11923000	13607
11923000	3228
7893250	3507
7893250	679
7893250	3954
12417500	24658
12417500	15584
12417500	6617
12417500	7208
12417500	29418
12417500	3068
11613500	3593
11613500	29371
5027500	2835
11022500	14073
10915250	5523
6014750	10368
4097500	6672
2557000	13134
4087750	27791
7483500	10153
6250250	4534
6140500	6180
11613500	21728
11613500	26357
10477000	8007
3257000	11347
3257000	12352
3257000	23143
1148000	15945
7320250	2927
1074500	24178
1074500	4571
10845500	21813
11923000	9620
9839750	647
2006000	21838
9015000	2524
64000	12394
5987000	13954
7483500	8384
7483500	5797
7483500	15389
6433000	684
6433000	18149
2476250	6656
317500	4300
3257000	28357
3257000	12055
3257000	15584
5082750	25329
5082750	8943
5082750	12394
11923000	6665
1934750	6876
8172250	7868
11772000	3185
5465250	6331
11613500	15446
11613500	1644
11613500	4939
5735000	14407
3257000	8816
3257000	25415
10845500	18507
5994250	8628
8848250	6029
2148250	10157
10915250	11670
2557000	14580
3215500	9750
3215500	11679
3215500	22583
1206500	4571
1206500	7868
3257000	7208
3257000	10329
3257000	21672
3257000	13793
3257000	6609
3257000	13084
3257000	25488
1934750	28410
8848250	22749
8848250	15617
8792750	7868
4087750	7868
5608250	8943
5608250	12394
2756000	14996
2756000	22533
5987000	7976
7483500	17647
11613500	19881
3257000	24601
3257000	11687
5082750	24026
1074500	18381
1074500	1324
1074500	24611
1074500	10124
980000	13737
2557000	25570
2557000	18805
10119250	22240
2756000	19625
2756000	679
7483500	11679
7483500	20548
11613500	2613
9438000	12949
5735000	22393
5735000	10726
5735000	21186
317500	25260
3257000	13592
10018000	28437
10018000	21929
8997500	23623
8997500	6767
8997500	20449
8997500	637
8997500	24945
1074500	14182
1074500	27446
980000	3047
8848250	8038
8848250	22393
4447000	155
4447000	7868
4447000	3627
3661500	5211
3661500	9548
1499750	8669
11397250	13180
39750	17058
3257000	4949
6523250	7105
6523250	17959
6523250	16818
7320250	15584
1074500	13672
5082500	29231
3799500	11907
3799500	20862
3781500	15606
7483500	24841
6523250	4845
2676250	9258
5082750	26631
7320250	10176
5994250	27625
8145500	26523
980000	18353
1934750	24507
7060500	20449
11022500	12220
11022500	10718
11022500	22319
805750	15934
10840750	17747
5465250	5377
5465250	23554
5465250	24307
5465250	11382
5465250	21611
5465250	10603
2756000	15972
2756000	15138
4256500	24922
3257000	18730
3257000	21400
6523250	11685
11032250	11797
11032250	16668
11032250	28342
11032250	20386
11032250	26699
5994250	18843
7060500	23108
7060500	22505
805750	5329
5465250	4339
317500	25770
317500	18805
5082750	4411
5082750	18002
5082750	3369
1148000	21110
11032250	28453
11032250	22377
11032250	11357
980000	3176
10840750	4578
10840750	15138
7893250	29377
591750	25656
591750	16818
5082750	23928
11032250	20952
7060500	21503
7060500	28685
7060500	13909
2006000	15534
5910250	13224
10840750	2916
10840750	13779
5608250	1547
7893250	11169
7893250	4036
2756000	15344
2756000	15032
2756000	2908
2756000	10151
11613500	26404
11687000	20359
317500	17559
3257000	4298
5027500	18353
7483500	24869
5735000	21503
5735000	26050
5735000	3417
591750	12491
6523250	21501
10257500	28568
10257500	26135
11111500	25142
11032250	25839
11032250	18879
11032250	29265
11032250	24083
11032250	29407
9202750	10343
415500	3151
5915250	18472
6433000	22971
6433000	20572
5735000	3627
5735000	11951
5735000	7188
5735000	19891
9288000	2683
6523250	25295
6523250	16825
6523250	14020
6523250	23086
10018000	12220
5287000	6014
10840750	23304
10840750	8628
5987000	5621
8701250	19767
11613500	18874
11613500	11958
5735000	11328
6977000	7868
317500	12692
317500	11029
3257000	25424
6523250	11196
5027500	23793
5994250	17512
2006000	25372
10119250	10225
6015000	20466
5608250	14119
5608250	3476
5608250	28087
11613500	3390
11397250	19252
5735000	11280
5735000	23549
5735000	10673
4256500	27514
4256500	22280
4256500	16913
4256500	17405
4256500	17032
7345250	22484
5994250	14157
11923000	18730
5438000	9870
5438000	14145
6014750	6143
11737250	19453
11631250	12606
11631250	25332
11646500	16463
5608250	27785
5608250	16467
5608250	29125
5608250	25424
5465250	5980
3257000	9549
7320250	3583
3075000	26419
3075000	201
6603750	3844
5438000	704
7060500	11939
7060500	14973
7060500	13461
7060500	22390
5608250	21110
5608250	9458
5608250	25372
5608250	26619
5987000	21525
7483500	554
7483500	11329
7483500	17746
5735000	28791
5735000	4381
5735000	19381
5735000	8535
3257000	789
6603750	28929
10915250	10315
8172250	7354
3096750	20184
805750	7613
805750	19312
5608250	489
11613500	11951
11613500	3999
11613500	5803
5735000	9284
4256500	29547
11687000	16476
6523250	19751
6523250	12063
6523250	8359
6523250	17647
6523250	16672
6523250	26619
6523250	17153
5438000	3755
7060500	10340
11631250	10302
11631250	563
11631250	22131
11631250	22482
599750	20386
10840750	19421
5608250	12729
5608250	4913
5608250	15584
5608250	19021
5608250	16939
5608250	15019
5608250	22305
5187750	29099
5187750	11080
5187750	19514
11032250	1713
6014750	29048
2557000	24541
10840750	28985
5608250	765
5608250	7868
5608250	14278
5608250	25883
5608250	14596
5608250	18075
5608250	12855
5915250	24052
7483500	3228
11613500	251
10546500	21838
4256500	22484
3257000	1950
3257000	26860
3257000	8122
3257000	10289
3257000	23506
3257000	12220
3257000	15730
3257000	217
7345250	13762
5027500	10647
5027500	25219
1074500	29392
1074500	23506
1074500	23503
472000	23748
3799500	15584
4087750	12433
10840750	16483
2476250	8684
2476250	25402
3257000	8662
1934750	3866
1934750	29203
11141500	16079
11141500	5464
2557000	360
11131750	25488
5608250	8358
5608250	4452
5608250	11665
5608250	7465
5465250	26114
5465250	27168
2756000	15934
1499750	21738
5735000	24015
317500	4281
3257000	6918
3257000	20425
10393750	7868
5027500	27373
5027500	27092
5994250	661
5994250	5267
6014750	20846
5465250	10962
2756000	323
154750	19618
154750	14119
154750	29203
317500	16110
5027500	12371
5027500	7552
7320250	18213
4447000	5254
4447000	62
4447000	6672
10443000	13779
7568250	1397
2557000	7868
2557000	7105
2557000	11363
11131750	10726
5910250	25318
5910250	25372
10840750	180
5735000	2739
3257000	18075
3257000	27458
3257000	13394
3257000	20955
3257000	17945
3257000	5469
3257000	14925
591750	21838
5027500	11679
5027500	25372
5027500	28357
1074500	1507
1074500	17090
1074500	5074
1074500	14154
3075000	24706
1934750	15401
1934750	23284
1934750	5940
5438000	20470
5438000	14533
6014750	12220
3781500	28117
6015000	20822
6015000	18456
6015000	22317
2756000	28463
154750	15159
154750	569
154750	16463
9438000	11665
10715500	21110
317500	23829
591750	21565
5082750	22024
5082750	12512
11032250	21312
11032250	14952
11032250	12162
11032250	6780
11032250	14363
4447000	489
11022500	9345
4097500	9620
4097500	10343
3799500	24073
4087750	7184
3781500	911
6015000	26556
5608250	16463
154750	25960
154750	20127
6849750	23556
591750	12220
591750	1229
10845500	28181
11032250	24073
8848250	20188
9202750	16184
4097500	4124
140500	1831
9015000	7090
10840750	25117
10840750	9549
7483500	16775
7483500	25079
11613500	26665
236000	19501
10057000	17682
10057000	6767
10057000	8856
10057000	6839
317500	21372
317500	12173
5027500	23070
2148250	10014
10443000	17372
7893250	27946
7483500	27638
5999000	26871
4256500	11889
4256500	6868
4256500	20029
4256500	1170
4256500	4528
3552000	24385
3257000	12773
6867750	22279
6867750	17013
6867750	23826
6867750	15341
1934750	25488
1934750	12977
6603750	6599
6603750	2621
11772000	13793
5082500	7105
5082500	5310
5082500	12220
4087750	24986
12004000	17191
6140500	22636
6140500	554
9438000	14119
5735000	24457
10018000	8357
11032250	28642
8248750	10893
1934750	13749
1934750	21838
1934750	13853
4087750	26605
4087750	23531
5608250	24542
5608250	5598
2756000	18041
2756000	12715
2756000	24841
1499750	16079
6634500	27448
317500	24975
317500	6918
5027500	15197
1934750	8122
1934750	21690
6603750	20188
11022500	23245
11737250	6988
11737250	10390
11737250	599
805750	10642
6140500	21110
11613500	20668
5735000	2319
2476250	29231
3257000	5218
3257000	10014
591750	4220
591750	14596
11032250	5705
8248750	9829
1934750	23662
1934750	6652
1934750	7868
8848250	25372
2557000	15761
6140500	19149
6140500	637
9438000	3463
9438000	21092
9438000	25830
5735000	27448
5735000	24763
3257000	25332
5994250	16939
5994250	11324
1934750	18946
1934750	11682
1934750	6828
5745000	11052
5745000	4709
5745000	14360
4097500	9633
4097500	9512
2557000	3740
9044750	27483
12004000	16540
5987000	4542
5735000	5845
5735000	15352
5735000	18824
8666500	28244
3257000	4709
10257500	17117
11032250	4169
11032250	28653
8848250	2999
5745000	4960
6015000	27092
6015000	28059
6015000	21565
6015000	9885
6015000	21865
6015000	11201
6015000	24788
6015000	13240
6015000	7560
6015000	8637
11613500	7611
4256500	9990
3257000	15934
10845500	20529
11032250	22530
11032250	27403
11032250	19828
11032250	16656
11032250	1140
11032250	20902
5994250	7827
5994250	26216
6603750	7230
10915250	5254
7494250	12855
7494250	12528
6015000	7282
6015000	13773
6015000	4326
6015000	6399
6015000	20603
6015000	5693
6015000	19458
6015000	1666
6015000	10970
6015000	9301
6015000	11186
6015000	28527
6015000	6765
6015000	12420
6015000	7530
6015000	29290
6015000	1827
6015000	14597
6015000	25830
6015000	20529
6015000	19688
6015000	23103
6015000	16197
6015000	16564
6015000	4650
6015000	23861
6015000	967
6015000	10203
6015000	23025
6015000	17034
6015000	16939
6015000	22508
6015000	25510
6015000	25875
10840750	12220
5465250	3874
5999000	24590
5999000	20630
5999000	26270
11613500	16406
11613500	5725
11613500	8439
5735000	14242
5735000	13070
5735000	16464
3257000	8815
3257000	6158
4994000	17087
5082750	6672
5082750	11605
5082750	29547
10257500	10106
8848250	23662
2148250	15874
6014750	13070
6014750	2504
64000	5087
2756000	14818
7483500	4281
7483500	2826
1499750	19153
9438000	5506
11032250	6836
11032250	3171
10185750	1415
7060500	1003
7060500	13405
7060500	12740
7060500	10703
5745000	2257
4087750	26883
805750	1994
5465250	12613
2756000	13975
282500	3697
11687000	10543
5082750	25579
10018000	18730
10845500	26852
10845500	23623
10845500	29497
10845500	3723
5491500	20620
7060500	9985
7060500	504
7060500	9111
7060500	19005
7060500	7071
7060500	25908
7060500	29388
7060500	22736
7060500	26655
7060500	3384
7060500	9948
7060500	8358
7060500	4924
7060500	18950
7060500	8807
7060500	9324
7060500	15449
10915250	23662
10915250	12395
6014750	23739
7494250	22668
7568250	12647
6015000	29269
11646500	11176
11646500	22706
11646500	29084
2756000	11176
2756000	3590
2756000	24461
9438000	24977
9438000	2655
9438000	15019
2476250	785
2476250	23153
2476250	17657
2476250	21312
2428500	28332
10845500	12285
10845500	17060
382250	11767
382250	26722
382250	14261
382250	26959
382250	11052
382250	6352
7060500	13906
7060500	8193
7060500	20960
7060500	21975
7568250	6918
11737250	17275
5287000	7360
5287000	12230
6015000	20369
6015000	9053
5608250	27615
7483500	12068
7483500	21865
1499750	28032
1499750	22875
11613500	21838
7286500	4605
1934750	18388
1934750	29295
382250	20625
382250	25424
5438000	8715
5438000	26614
10915250	24452
10915250	10703
7568250	2524
7483500	24026
3257000	13247
3257000	3804
3257000	22727
3257000	25526
10018000	13450
10018000	25372
11032250	10627
11032250	15449
7060500	2371
7060500	25015
10915250	28653
11631250	22504
5287000	12394
5287000	27514
805750	949
10840750	6740
7483500	4059
7483500	7105
1499750	6653
11613500	17633
7320250	24202
11923000	19636
4814750	7868
7060500	19951
7060500	9396
7060500	1758
7060500	4949
7060500	18353
5745000	24923
10915250	23304
10915250	2504
10119250	6326
10840750	2968
10840750	12475
10840750	7975
9438000	2123
9438000	18213
5735000	5470
4256500	10991
2476250	8876
3257000	26429
591750	25477
591750	23793
591750	17846
591750	27483
591750	13648
8997500	19430
1934750	9549
1934750	15721
6603750	13888
5438000	1778
5438000	3046
10443000	12271
11772000	8094
10840750	7105
7893250	10737
7893250	7208
7893250	18824
7483500	420
7483500	12475
7483500	12865
69500	18196
6140500	26722
317500	22421
317500	4571
11142000	12352
8997500	647
1934750	20164
1934750	3327
4447000	13815
4447000	9533
4447000	12513
4447000	29463
4447000	13602
5745000	9838
10915250	19138
10915250	25312
10915250	15901
10915250	21911
7568250	8689
7568250	14071
7568250	17317
7568250	14883
7568250	4479
7568250	12394
64000	6621
64000	1379
805750	6617
10840750	11605
10840750	24385
10840750	29099
10840750	15584
10840750	15353
5608250	22162
5608250	6290
2910750	19828
6140500	28410
4256500	29149
5994250	1586
5994250	20015
9394500	10908
1934750	24087
1934750	28214
6603750	10967
7060500	12287
7060500	27
7060500	16109
7060500	8220
7060500	17582
7060500	397
7060500	8631
7060500	12977
5745000	20527
5745000	27887
3096750	7552
4087750	29099
4087750	251
4087750	29547
4087750	11328
805750	29095
805750	19974
2756000	2198
9463750	11378
9463750	743
9438000	5267
1855750	7105
3226500	4230
5082750	28422
5082750	3077
5082750	15125
5082750	9471
11923000	8689
6603750	29473
10443000	25488
10443000	2042
10915250	8625
10915250	13873
6014750	9829
4097500	24844
7568250	1545
2557000	25526
4087750	24385
10840750	1237
10840750	21565
2756000	17470
4257000	23475
1499750	18823
1499750	24510
1499750	4286
3249250	1237
6523250	469
5082750	22556
5082750	20575
5082750	27615
5082750	6864
5082750	11208
5082750	25299
10185750	9838
10185750	2257
6603750	6908
6603750	11026
7060500	24674
10915250	23556
10119250	2257
3148500	3627
64000	9633
64000	15138
5608250	8156
2756000	24311
9463750	23330
9463750	7390
9463750	14030
9438000	10329
317500	29099
10915250	9045
10915250	18075
6014750	679
4097500	13779
7568250	17647
7568250	13112
7568250	29304
7568250	12686
7568250	11849
7568250	18131
10119250	28828
805750	6094
154750	28458
4256500	14929
5082750	20449
5994250	11396
11923000	11328
5745000	11080
5287000	2326
10840750	15637
10840750	27994
10840750	8689
5915250	11687
9463750	16406
9463750	162
9463750	17055
9463750	16696
9463750	5797
9463750	15672
9463750	18736
9463750	11196
7483500	18575
10715500	22029
3257000	16383
3257000	5312
5082750	155
10018000	13213
10018000	13749
1148000	26429
10845500	21139
10845500	19458
8248750	24178
1934750	7335
1934750	4993
4447000	18361
7060500	26017
7060500	16276
7060500	8692
7060500	4102
7060500	15438
7060500	27196
7060500	24645
7060500	22680
10915250	20958
10915250	14062
6014750	18771
6014750	11687
7568250	11176
7568250	25941
7568250	4949
7568250	8005
10119250	133
10119250	25439
691500	12431
4087750	2257
7893250	15018
4073250	9946
7687500	290
5082750	28621
5082750	3894
11032250	9549
1934750	15228
1934750	12853
4447000	12352
11631250	2963
10840750	13878
7483500	23331
7483500	6398
7483500	11080
7483500	11127
11613500	15498
9438000	3850
9438000	12220
9438000	15639
9438000	8689
6061250	14261
7320250	23793
7320250	414
10845500	29099
10845500	17024
7568250	13070
7568250	26827
2006000	8122
2006000	12705
11646500	5474
10840750	2669
10840750	21796
9463750	18672
9463750	4538
1499750	21054
1499750	20449
1499750	20425
9438000	9946
9438000	17158
4256500	28930
4256500	4993
4256500	28985
4256500	24001
4256500	13254
4256500	19394
4256500	28378
591750	7500
3075000	20950
8248750	8055
8248750	7186
1934750	14671
6603750	21110
7060500	6559
7060500	28860
5745000	8978
6014750	20595
4097500	14120
7568250	14399
11737250	23273
8172250	2217
3335000	12747
3335000	5574
5910250	26605
5910250	14482
10840750	27426
9463750	26758
9463750	20589
9463750	12977
7483500	749
7483500	15315
9438000	6880
10715500	2655
4256500	7188
4256500	18647
4256500	3445
4256500	19897
5082750	16735
5082750	24193
5082750	15127
5082750	16361
3168000	2240
3168000	19742
8848250	20621
7060500	11727
5745000	27529
5745000	19417
6014750	28653
5910250	14379
9463750	7105
9463750	28189
9463750	2966
11613500	2257
591750	20466
591750	119
5027500	8236
5027500	24015
5745000	11029
5745000	23662
5745000	6701
5745000	26737
4097500	27334
4097500	2762
10799000	4313
2557000	12133
11131750	915
9015000	4731
3799500	21838
11646500	17540
9463750	27156
9463750	14261
9463750	12277
9463750	20029
9463750	15935
9463750	1909
9463750	1797
9463750	25678
9463750	6104
9463750	26883
1499750	5655
1499750	23662
1855750	24180
1855750	17450
4256500	3492
2476250	13779
7345250	23697
10018000	15874
10257500	29284
10257500	22556
10257500	23267
3075000	26343
3168000	20417
7494250	14671
7494250	509
7494250	2199
7494250	9588
7494250	21991
7494250	26306
7494250	17431
10799000	19026
9463750	26434
9463750	9494
5999000	2993
6634500	27886
11613500	25270
11613500	28641
9438000	12259
9438000	8668
1855750	14261
5735000	24977
5735000	4335
5735000	11868
5735000	4794
5735000	12606
5735000	11670
317500	1115
10845500	16653
6603750	17392
2006000	1397
2557000	20850
2557000	4571
5082500	12285
3335000	8719
3335000	4913
3335000	325
3335000	27584
9973000	4494
9973000	17922
9463750	9112
9463750	7354
9463750	15138
9463750	27961
7483500	17096
4256500	7269
6523250	24856
5082750	3284
5082750	11397
5082750	8676
10309250	21091
11032250	10745
6603750	8202
11022500	26288
11022500	23928
5745000	28710
1441500	9209
1441500	2791
1441500	15879
1441500	743
1441500	12628
1441500	2846
1441500	12670
1441500	12033
2756000	25565
2756000	10370
154750	15063
3288750	13518
3288750	3937
6140500	4424
11397250	10617
11397250	7762
591750	15315
382250	20311
9202750	21110
7568250	4571
7568250	24687
2557000	27508
2557000	18251
10119250	28747
10119250	16722
10119250	5087
11794250	164
11794250	14025
11646500	13585
10840750	1563
2756000	11347
2756000	16089
9463750	1788
2910750	1372
2910750	4039
2910750	24425
10927500	14580
10927500	5821
10927500	12520
591750	27231
591750	5416
5082750	2059
1047000	7954
382250	26623
382250	17835
382250	5681
382250	3753
382250	10948
382250	18805
382250	5796
382250	11977
382250	7611
382250	12840
382250	20846
382250	4103
4447000	26618
6603750	16988
6603750	217
11022500	24307
5745000	20658
10799000	14533
10119250	7868
11631250	19252
11631250	1570
3799500	22368
2756000	16108
2756000	10647
2756000	1849
9463750	24034
9463750	20386
9463750	5324
9463750	7611
9463750	22630
9463750	8637
5987000	27060
7483500	16353
7483500	17147
3288750	5429
3288750	12599
5735000	17483
591750	12394
7345250	10718
7345250	22319
5027500	20184
8248750	4718
8248750	4846
8248750	2123
8248750	16599
8248750	19277
8248750	9489
8248750	23228
8848250	3534
382250	7335
382250	3273
5745000	4571
5745000	9829
2006000	17060
3096750	2815
3096750	28553
11631250	11946
11631250	5598
64000	6154
9973000	18227
5608250	6352
9463750	19814
9463750	26127
9463750	24551
9463750	13084
9463750	12431
9463750	3254
9463750	16825
5987000	6770
5987000	15639
7483500	700
7483500	28945
11613500	9471
9438000	16463
11687000	431
3257000	13734
6523250	15315
10018000	18849
10018000	290
10018000	8905
11167500	2469
11032250	3723
5994250	3552
7060500	21092
7060500	22442
10915250	475
7494250	7577
9463750	11201
9463750	25733
9463750	27791
9463750	7230
3661500	12754
11613500	15637
9438000	19596
317500	24015
317500	28717
39750	16663
6523250	24196
6523250	17823
10018000	16663
7320250	934
5994250	8816
6768000	7827
6768000	16818
10915250	27497
4097500	6299
10119250	19026
11131750	5738
4087750	3627
4087750	28370
4087750	2655
5910250	554
5910250	2240
5608250	15159
9463750	6571
7483500	17244
7483500	10928
5735000	15138
6977000	5334
4256500	13888
39750	24848
6523250	13976
5082750	647
11032250	3627
11032250	28370
5994250	11253
266500	22659
8848250	25488
382250	5740
382250	8689
382250	2713
382250	29022
382250	26852
382250	2123
382250	1608
382250	18213
382250	5598
10119250	27791
5082500	25372
5082500	2655
3781500	241
5910250	21092
7893250	28276
5465250	15138
9463750	6767
9463750	16356
3661500	21110
7483500	9486
7322250	15514
6634500	6981
5735000	19616
5735000	28746
4256500	3800
4256500	21186
4256500	14454
4256500	13080
4256500	14596
317500	28216
11032250	9959
382250	25372
382250	24196
382250	17060
382250	15138
382250	22393
382250	10622
9946250	2899
4097500	22864
4370750	7168
8172250	19339
9015000	26299
4087750	25531
9463750	19105
9463750	11679
7483500	23426
7483500	3740
6634500	18213
6634500	26307
4256500	17218
4256500	290
4256500	24075
4256500	21709
4256500	19175
